symbol,S,K,r,sigma,T,isCall
META_C_110_5363,104.11,110.98,0.0417,0.2280,1.7533,1
AAPL_C_93_5364,82.84,93.42,0.0481,0.3516,1.3153,1
SPY_P_71_5365,70.83,71.80,0.0347,0.2071,0.9922,0
SPY_C_311_5366,344.79,311.93,0.0308,0.3468,0.9000,1
META_P_262_5367,274.78,262.02,0.0324,0.3136,1.7692,0
AMZN_P_192_5368,203.49,192.65,0.0389,0.2557,0.8620,0
AAPL_C_58_5369,66.95,58.27,0.0322,0.2266,1.0743,1
NVDA_P_477_5370,485.35,477.25,0.0351,0.3547,1.6386,0
AMD_P_387_5371,406.40,387.10,0.0305,0.2983,1.1845,0
QQQ_C_457_5372,407.30,457.66,0.0462,0.3039,1.1403,1
NVDA_C_178_5373,203.94,178.11,0.0301,0.2886,1.3677,1
SPY_P_369_5374,329.62,369.54,0.0442,0.2786,1.5815,0
NVDA_P_73_5375,70.24,73.03,0.0370,0.1855,0.4265,0
META_C_332_5376,354.52,332.14,0.0441,0.3020,0.1022,1
QQQ_C_66_5377,59.72,66.83,0.0446,0.3862,0.8786,1
AMZN_C_309_5378,276.47,309.03,0.0483,0.3412,1.6430,1
META_C_481_5379,447.39,481.38,0.0422,0.3047,1.5752,1
AMZN_C_156_5380,166.32,156.46,0.0334,0.1623,0.7313,1
NVDA_C_326_5381,340.59,326.33,0.0473,0.1691,1.1389,1
QQQ_P_218_5382,218.25,218.57,0.0335,0.2589,0.4383,0
QQQ_P_380_5383,381.40,380.36,0.0347,0.1865,1.3025,0
AAPL_P_328_5384,322.51,328.06,0.0497,0.2871,0.8576,0
AAPL_P_236_5385,259.87,236.12,0.0362,0.2369,1.4639,0
TSLA_P_113_5386,127.42,113.31,0.0446,0.1747,1.9206,0
SPY_P_138_5387,145.23,138.46,0.0362,0.1972,0.9520,0
AAPL_C_271_5388,261.35,271.15,0.0488,0.3753,0.7783,1
AMD_C_315_5389,323.20,315.67,0.0445,0.2343,1.9971,1
MSFT_P_47_5390,53.04,47.05,0.0360,0.1589,0.9014,0
GOOGL_C_241_5391,216.34,241.56,0.0407,0.3167,0.5481,1
AMZN_C_158_5392,149.64,158.51,0.0327,0.1862,1.9903,1
NVDA_C_291_5393,264.43,291.17,0.0467,0.3803,0.1718,1
AMZN_P_122_5394,109.78,122.59,0.0417,0.3781,0.9025,0
NVDA_C_460_5395,433.24,460.44,0.0413,0.2503,0.1817,1
SPY_C_433_5396,463.34,433.62,0.0413,0.3602,1.8196,1
QQQ_C_76_5397,83.42,76.44,0.0488,0.3335,1.7012,1
TSLA_C_400_5398,456.57,400.75,0.0432,0.1982,0.9338,1
GOOGL_C_316_5399,314.63,316.19,0.0455,0.2015,1.6785,1
META_P_459_5400,442.41,459.53,0.0482,0.2750,0.8337,0
MSFT_P_360_5401,344.48,360.90,0.0465,0.2258,0.0842,0
AAPL_C_417_5402,431.81,417.55,0.0497,0.2950,1.2803,1
AMD_C_73_5403,65.75,73.63,0.0386,0.3382,1.1752,1
AAPL_C_469_5404,462.07,469.90,0.0439,0.2074,0.9076,1
AMD_C_129_5405,118.67,129.95,0.0379,0.3945,1.2740,1
MSFT_P_120_5406,118.12,120.17,0.0463,0.3032,1.5458,0
SPY_C_64_5407,66.45,64.51,0.0376,0.3790,0.7504,1
META_C_341_5408,321.75,341.63,0.0338,0.3418,1.2540,1
NVDA_P_246_5409,224.32,246.65,0.0307,0.2433,1.0580,0
MSFT_P_162_5410,148.96,162.07,0.0483,0.2798,1.7840,0
AAPL_C_73_5411,68.52,73.13,0.0350,0.2971,1.0726,1
SPY_C_402_5412,383.74,402.34,0.0361,0.2358,1.1246,1
AAPL_P_361_5413,321.70,361.41,0.0331,0.3857,1.3751,0
QQQ_P_133_5414,117.75,133.43,0.0316,0.3628,0.2456,0
AMZN_C_187_5415,189.01,187.45,0.0499,0.3463,0.4327,1
AMZN_C_273_5416,271.49,273.46,0.0448,0.3750,1.5556,1
TSLA_P_211_5417,247.52,211.87,0.0404,0.1975,1.2175,0
MSFT_C_346_5418,357.25,346.64,0.0443,0.3821,1.9792,1
NVDA_C_320_5419,332.82,320.14,0.0427,0.2293,1.3904,1
SPY_C_214_5420,246.83,214.73,0.0332,0.2143,0.4383,1
SPY_C_212_5421,224.48,212.11,0.0409,0.2711,0.6503,1
SPY_P_248_5422,246.30,248.08,0.0346,0.2133,1.4093,0
SPY_C_246_5423,270.57,246.39,0.0361,0.2365,1.8508,1
AAPL_C_388_5424,405.66,388.48,0.0434,0.3239,0.2719,1
AMZN_C_87_5425,94.63,87.23,0.0340,0.2834,1.4054,1
AAPL_P_157_5426,177.33,157.86,0.0364,0.2856,0.1573,0
AMD_P_453_5427,415.76,453.89,0.0373,0.2867,0.6657,0
MSFT_P_179_5428,193.86,179.63,0.0399,0.3954,0.1774,0
META_P_423_5429,406.73,423.05,0.0461,0.3663,1.8484,0
AMD_P_516_5430,452.96,516.56,0.0475,0.1629,0.5104,0
NVDA_P_76_5431,74.82,76.32,0.0313,0.1583,0.2353,0
GOOGL_P_327_5432,328.42,327.05,0.0448,0.3749,0.7210,0
AMZN_C_402_5433,422.95,402.05,0.0498,0.3249,0.6369,1
GOOGL_P_284_5434,270.41,284.08,0.0410,0.2358,1.6144,0
NVDA_P_504_5435,480.35,504.02,0.0442,0.2137,1.7075,0
AMZN_C_200_5436,185.61,200.42,0.0421,0.3637,0.6138,1
QQQ_C_288_5437,255.42,288.51,0.0366,0.2782,1.7821,1
AAPL_C_373_5438,336.28,373.16,0.0448,0.3462,0.6497,1
AMZN_C_270_5439,301.15,270.36,0.0410,0.1953,1.5769,1
QQQ_P_112_5440,118.17,112.31,0.0402,0.2814,1.8771,0
TSLA_C_284_5441,320.75,284.62,0.0317,0.3309,1.0313,1
MSFT_C_96_5442,109.64,96.53,0.0409,0.3828,0.4763,1
AMD_C_229_5443,230.43,229.22,0.0402,0.1533,1.4473,1
GOOGL_C_312_5444,281.58,312.45,0.0417,0.2014,0.5359,1
AMZN_C_154_5445,155.00,154.76,0.0412,0.3257,1.6214,1
NVDA_P_210_5446,186.11,210.16,0.0492,0.3160,0.8615,0
NVDA_C_513_5447,456.19,513.69,0.0454,0.3361,0.8006,1
META_P_105_5448,116.36,105.04,0.0310,0.2336,0.7548,0
QQQ_C_200_5449,222.48,200.52,0.0431,0.3789,1.7813,1
MSFT_C_169_5450,162.06,169.12,0.0371,0.2398,1.5459,1
AMZN_C_196_5451,217.04,196.76,0.0380,0.3906,1.1170,1
TSLA_P_170_5452,185.11,170.54,0.0404,0.3711,0.6137,0
QQQ_C_289_5453,330.41,289.85,0.0491,0.1931,0.8548,1
META_C_380_5454,400.33,380.99,0.0422,0.2606,1.3705,1
AMZN_P_344_5455,313.03,344.41,0.0314,0.2064,0.2426,0
GOOGL_C_520_5456,472.02,520.57,0.0302,0.3572,1.9458,1
SPY_C_192_5457,172.67,192.16,0.0375,0.3916,0.3267,1
QQQ_C_402_5458,434.66,402.77,0.0451,0.3764,0.2398,1
META_C_193_5459,169.49,193.56,0.0494,0.2642,1.0761,1
AMD_P_79_5460,83.08,79.04,0.0439,0.3057,0.6281,0
SPY_P_111_5461,102.70,111.87,0.0384,0.3896,1.8574,0
AMD_C_367_5462,412.90,367.98,0.0398,0.3546,0.6533,1
SPY_P_344_5463,388.52,344.42,0.0449,0.3050,1.4914,0
NVDA_C_430_5464,399.47,430.09,0.0461,0.2283,1.3281,1
META_P_266_5465,291.75,266.85,0.0449,0.2689,1.2009,0
GOOGL_P_181_5466,203.92,181.84,0.0449,0.1726,0.9006,0
MSFT_P_178_5467,205.68,178.34,0.0372,0.2672,1.5736,0
META_P_314_5468,305.37,314.60,0.0373,0.2049,1.0878,0
AMZN_C_185_5469,215.89,185.02,0.0396,0.3829,0.6817,1
META_C_439_5470,386.70,439.88,0.0335,0.1632,0.0949,1
AAPL_C_232_5471,232.94,232.27,0.0322,0.1760,1.0411,1
QQQ_C_475_5472,467.70,475.75,0.0406,0.1692,0.0815,1
NVDA_C_211_5473,187.80,211.97,0.0375,0.2227,0.2268,1
QQQ_P_433_5474,466.16,433.82,0.0479,0.3752,1.3337,0
QQQ_P_314_5475,327.97,314.39,0.0467,0.3371,1.2266,0
GOOGL_P_82_5476,72.93,82.06,0.0391,0.3641,0.7456,0
TSLA_P_166_5477,173.31,166.61,0.0458,0.3505,1.0613,0
GOOGL_C_266_5478,264.52,266.85,0.0473,0.2883,1.7218,1
NVDA_P_375_5479,405.15,375.57,0.0312,0.2939,0.3879,0
MSFT_C_232_5480,240.80,232.73,0.0407,0.1625,0.1883,1
QQQ_P_220_5481,202.64,220.99,0.0496,0.2664,0.9531,0
SPY_C_140_5482,124.28,140.88,0.0372,0.2255,0.8731,1
META_P_477_5483,473.15,477.96,0.0388,0.1954,1.2067,0
MSFT_C_411_5484,457.51,411.22,0.0446,0.2864,1.9168,1
AMD_P_296_5485,327.27,296.84,0.0474,0.2160,0.6593,0
NVDA_P_460_5486,489.14,460.77,0.0343,0.1696,0.8877,0
GOOGL_C_166_5487,170.63,166.83,0.0304,0.2879,1.1059,1
QQQ_C_475_5488,451.78,475.93,0.0374,0.1601,0.9305,1
AMZN_C_98_5489,85.76,98.48,0.0429,0.2646,1.8139,1
TSLA_P_132_5490,117.81,132.78,0.0466,0.2418,0.8897,0
MSFT_P_57_5491,63.14,57.37,0.0411,0.2043,0.8283,0
AMZN_C_158_5492,155.01,158.40,0.0466,0.1733,1.1488,1
META_P_122_5493,114.52,122.34,0.0443,0.2168,1.2055,0
SPY_C_303_5494,352.82,303.38,0.0334,0.3997,1.1321,1
SPY_P_248_5495,259.50,248.86,0.0397,0.2080,0.7712,0
GOOGL_C_347_5496,399.10,347.55,0.0305,0.2835,1.9886,1
GOOGL_C_153_5497,154.46,153.63,0.0311,0.1615,1.6284,1
TSLA_P_218_5498,197.02,218.75,0.0351,0.3398,0.7940,0
AMD_P_429_5499,397.15,429.58,0.0338,0.3975,0.2020,0
MSFT_C_504_5500,485.58,504.97,0.0434,0.1674,0.2247,1
MSFT_P_500_5501,465.09,500.17,0.0410,0.2937,0.0839,0
AMZN_C_224_5502,241.12,224.44,0.0438,0.2986,0.8994,1
AMZN_C_362_5503,329.64,362.88,0.0326,0.2704,0.8136,1
SPY_P_456_5504,477.47,456.75,0.0333,0.3131,1.7126,0
TSLA_C_138_5505,143.21,138.05,0.0472,0.3310,1.6318,1
GOOGL_C_209_5506,206.35,209.62,0.0416,0.2715,0.5741,1
MSFT_C_195_5507,210.72,195.92,0.0321,0.3352,1.9545,1
GOOGL_P_293_5508,280.81,293.57,0.0436,0.2858,0.4003,0
GOOGL_C_91_5509,93.76,91.58,0.0340,0.2782,1.5447,1
TSLA_P_381_5510,388.96,381.76,0.0478,0.3066,0.9899,0
AAPL_C_162_5511,148.79,162.29,0.0335,0.3249,0.6797,1
AAPL_P_288_5512,302.06,288.31,0.0404,0.1806,0.4131,0
MSFT_C_347_5513,319.92,347.22,0.0432,0.2062,0.5650,1
QQQ_C_339_5514,357.61,339.59,0.0468,0.2561,0.8939,1
GOOGL_P_375_5515,406.34,375.33,0.0412,0.2130,1.7281,0
NVDA_P_411_5516,464.17,411.64,0.0452,0.3172,1.3870,0
QQQ_P_452_5517,494.44,452.88,0.0457,0.1985,1.2735,0
MSFT_C_546_5518,491.33,546.78,0.0407,0.3267,0.4311,1
SPY_C_361_5519,360.77,361.43,0.0467,0.2214,1.4245,1
QQQ_P_247_5520,236.52,247.27,0.0308,0.3269,1.2568,0
MSFT_P_91_5521,99.05,91.48,0.0309,0.2345,0.8242,0
AMZN_P_338_5522,322.54,338.38,0.0466,0.2822,1.4330,0
AMZN_P_420_5523,376.99,420.25,0.0390,0.2850,1.8108,0
QQQ_C_358_5524,361.92,358.50,0.0475,0.2108,1.4878,1
NVDA_C_77_5525,71.76,77.95,0.0314,0.3566,0.3242,1
AMD_P_364_5526,406.53,364.90,0.0441,0.3769,1.1165,0
AAPL_P_278_5527,290.74,278.94,0.0329,0.3473,1.1326,0
GOOGL_C_65_5528,70.50,65.57,0.0489,0.2177,1.8281,1
AMZN_P_60_5529,65.39,60.80,0.0360,0.3055,0.9849,0
AMZN_P_390_5530,351.16,390.34,0.0341,0.2903,0.7096,0
AMZN_C_465_5531,426.70,465.81,0.0477,0.2201,0.1857,1
META_C_172_5532,189.82,172.48,0.0416,0.2725,0.3118,1
MSFT_C_182_5533,175.84,182.45,0.0416,0.3833,1.9569,1
MSFT_C_78_5534,78.24,78.84,0.0422,0.2993,1.2221,1
TSLA_C_322_5535,306.22,322.61,0.0444,0.3242,0.6038,1
QQQ_P_103_5536,97.52,103.26,0.0321,0.2391,0.1936,0
SPY_C_410_5537,374.83,410.76,0.0400,0.2407,1.7813,1
QQQ_C_417_5538,435.68,417.72,0.0461,0.2496,0.4808,1
AMZN_P_397_5539,458.81,397.97,0.0487,0.2349,1.1463,0
AAPL_C_545_5540,491.29,545.13,0.0427,0.1617,0.7846,1
MSFT_P_360_5541,377.24,360.41,0.0434,0.2855,1.8839,0
AAPL_C_156_5542,160.92,156.86,0.0398,0.1552,0.9720,1
GOOGL_P_76_5543,86.80,76.10,0.0472,0.3130,1.4107,0
AMD_P_195_5544,214.82,195.25,0.0433,0.1869,0.9312,0
TSLA_C_448_5545,398.45,448.68,0.0336,0.3433,1.8204,1
MSFT_P_524_5546,488.18,524.83,0.0478,0.2845,1.4872,0
QQQ_P_139_5547,158.41,139.24,0.0370,0.3848,0.3756,0
META_P_514_5548,470.71,514.13,0.0466,0.1577,0.3646,0
NVDA_P_486_5549,464.28,486.70,0.0468,0.2477,0.6367,0
NVDA_C_146_5550,156.72,146.84,0.0416,0.1753,1.9646,1
META_C_121_5551,113.20,121.71,0.0419,0.2153,1.0880,1
AMD_C_308_5552,325.78,308.15,0.0366,0.2760,0.8670,1
AAPL_C_434_5553,490.36,434.37,0.0473,0.1775,1.3845,1
AMD_C_203_5554,212.93,203.98,0.0305,0.3424,1.8144,1
SPY_C_73_5555,77.33,73.64,0.0322,0.3241,1.2644,1
QQQ_P_452_5556,475.81,452.61,0.0407,0.3850,1.5749,0
TSLA_C_369_5557,408.71,370.00,0.0478,0.2640,0.1726,1
MSFT_C_98_5558,90.09,98.02,0.0479,0.2720,1.3466,1
QQQ_P_198_5559,176.00,198.98,0.0463,0.3679,1.2923,0
AMD_C_109_5560,99.86,109.76,0.0461,0.1851,0.9530,1
META_P_466_5561,446.38,466.05,0.0385,0.3232,1.5097,0
AMD_C_252_5562,235.40,252.91,0.0410,0.1905,1.1217,1
MSFT_C_348_5563,319.86,348.99,0.0419,0.2353,1.1825,1
META_C_173_5564,158.84,173.22,0.0443,0.2946,0.9065,1
META_P_208_5565,231.13,208.29,0.0372,0.2071,0.4905,0
TSLA_P_259_5566,267.73,259.65,0.0370,0.3601,1.6839,0
AMD_P_279_5567,299.71,279.01,0.0340,0.3129,1.0369,0
SPY_C_470_5568,497.59,470.02,0.0364,0.3748,0.6048,1
META_C_92_5569,100.87,92.89,0.0393,0.3716,1.3384,1
QQQ_P_253_5570,258.43,253.41,0.0325,0.2785,1.1701,0
AMZN_C_444_5571,497.73,444.14,0.0393,0.3390,1.8166,1
AAPL_C_149_5572,171.75,149.25,0.0347,0.2338,0.2989,1
MSFT_C_337_5573,304.19,337.10,0.0498,0.2293,0.1922,1
TSLA_P_409_5574,401.54,409.31,0.0472,0.2249,0.9880,0
MSFT_C_422_5575,372.36,422.76,0.0335,0.2288,1.7079,1
QQQ_P_109_5576,127.15,109.75,0.0478,0.3111,0.3821,0
MSFT_C_167_5577,170.68,167.22,0.0472,0.2483,0.8141,1
META_P_117_5578,137.21,117.93,0.0490,0.3167,0.9878,0
AAPL_C_126_5579,137.88,126.96,0.0355,0.2624,0.9116,1
SPY_C_390_5580,426.46,390.23,0.0416,0.2623,1.6106,1
AAPL_P_534_5581,470.99,534.24,0.0483,0.1902,1.0394,0
META_C_142_5582,164.59,142.79,0.0455,0.3979,1.7777,1
AAPL_P_502_5583,452.25,502.91,0.0420,0.3019,0.3170,0
AMD_P_282_5584,311.53,282.16,0.0461,0.2687,0.6037,0
NVDA_P_452_5585,461.50,452.93,0.0349,0.2263,1.6601,0
AMZN_C_148_5586,138.00,148.72,0.0376,0.2571,1.2234,1
AMZN_C_455_5587,424.77,455.87,0.0352,0.2867,1.3504,1
QQQ_P_89_5588,78.48,89.41,0.0382,0.3602,0.3648,0
AAPL_C_404_5589,403.33,404.14,0.0453,0.1774,0.4279,1
AAPL_P_480_5590,476.18,480.93,0.0383,0.3320,1.5054,0
META_C_226_5591,220.61,226.88,0.0376,0.3848,0.5116,1
QQQ_C_258_5592,286.66,258.48,0.0393,0.3097,1.3096,1
SPY_C_269_5593,308.84,269.95,0.0360,0.3813,1.0572,1
SPY_C_269_5594,293.20,269.11,0.0414,0.2632,1.8998,1
QQQ_P_239_5595,247.02,239.74,0.0371,0.2195,1.8075,0
QQQ_C_469_5596,477.40,469.49,0.0383,0.2172,1.4311,1
META_C_98_5597,112.41,98.28,0.0327,0.2789,0.1370,1
NVDA_C_393_5598,404.24,393.31,0.0411,0.3152,0.8177,1
NVDA_C_247_5599,232.43,247.65,0.0425,0.3001,0.4514,1
GOOGL_C_455_5600,452.09,455.28,0.0379,0.3519,1.8260,1
QQQ_C_512_5601,448.07,512.60,0.0457,0.1596,0.4980,1
NVDA_C_323_5602,338.04,323.76,0.0470,0.2534,1.9612,1
AMD_C_518_5603,474.61,518.07,0.0411,0.2157,0.4948,1
AMD_P_231_5604,247.72,231.13,0.0323,0.3686,0.6690,0
AAPL_C_153_5605,177.59,153.42,0.0423,0.2679,1.8442,1
QQQ_C_330_5606,331.85,330.56,0.0330,0.3197,1.7511,1
QQQ_C_484_5607,458.05,484.58,0.0359,0.1788,0.2513,1
AMZN_P_282_5608,311.89,282.38,0.0466,0.2793,1.4075,0
NVDA_C_471_5609,460.08,471.27,0.0424,0.3647,0.1400,1
AMD_C_89_5610,94.95,89.76,0.0465,0.2028,1.2869,1
TSLA_P_516_5611,460.52,516.88,0.0403,0.2947,0.2400,0
AMZN_P_214_5612,235.25,214.66,0.0465,0.2011,0.8590,0
TSLA_P_191_5613,205.65,191.29,0.0310,0.3571,0.4785,0
AMZN_C_157_5614,148.35,157.92,0.0474,0.2557,1.6773,1
MSFT_P_456_5615,451.90,456.95,0.0376,0.2378,1.0638,0
NVDA_P_338_5616,353.72,338.07,0.0481,0.2036,1.3109,0
AAPL_C_364_5617,424.96,364.66,0.0416,0.2447,1.2536,1
AAPL_C_62_5618,63.20,62.47,0.0388,0.2241,1.1545,1
QQQ_C_103_5619,110.48,103.17,0.0344,0.2990,0.0973,1
META_C_96_5620,108.99,96.63,0.0347,0.2118,0.2540,1
MSFT_C_68_5621,60.55,68.93,0.0442,0.2388,0.1716,1
AMD_C_375_5622,336.48,375.18,0.0347,0.3698,1.3202,1
QQQ_P_365_5623,389.11,365.57,0.0495,0.3816,1.0663,0
SPY_P_85_5624,93.13,85.99,0.0355,0.2573,0.1512,0
GOOGL_P_525_5625,493.18,525.83,0.0442,0.2259,0.2948,0
META_P_404_5626,405.54,404.79,0.0495,0.2641,0.2256,0
GOOGL_C_457_5627,409.79,457.04,0.0452,0.1997,0.3676,1
AMZN_P_235_5628,259.77,235.78,0.0436,0.2637,1.4316,0
GOOGL_P_177_5629,194.31,177.16,0.0439,0.1739,1.5814,0
TSLA_C_509_5630,469.83,509.94,0.0427,0.3410,1.6131,1
AMD_C_137_5631,158.35,137.73,0.0492,0.3138,0.6963,1
AAPL_P_424_5632,449.19,424.37,0.0414,0.3296,1.1158,0
AMD_C_174_5633,169.56,174.42,0.0473,0.2249,1.7815,1
AAPL_C_109_5634,104.89,109.47,0.0381,0.1945,0.6818,1
META_C_61_5635,69.75,61.34,0.0301,0.2943,1.4490,1
TSLA_P_135_5636,158.47,135.57,0.0345,0.3712,0.4775,0
AMD_P_307_5637,305.72,307.10,0.0480,0.2219,1.7442,0
GOOGL_P_275_5638,281.16,275.51,0.0315,0.2985,1.7814,0
MSFT_C_94_5639,93.80,94.51,0.0339,0.1893,0.2632,1
META_C_379_5640,401.43,379.35,0.0490,0.1987,1.0595,1
META_P_59_5641,60.23,59.08,0.0373,0.3795,1.1317,0
SPY_P_254_5642,281.59,254.58,0.0380,0.3217,0.9116,0
MSFT_P_465_5643,436.26,465.36,0.0429,0.1553,1.8701,0
QQQ_C_91_5644,100.22,91.71,0.0499,0.3785,0.5109,1
SPY_C_290_5645,317.13,290.81,0.0310,0.3775,1.7171,1
TSLA_P_352_5646,321.94,352.35,0.0403,0.2108,1.7887,0
SPY_C_426_5647,478.81,426.32,0.0426,0.2304,1.4685,1
SPY_P_73_5648,79.75,73.60,0.0365,0.1595,1.5573,0
AMZN_P_114_5649,103.40,114.70,0.0408,0.1890,1.1867,0
GOOGL_C_451_5650,411.87,451.96,0.0361,0.3281,0.9803,1
NVDA_P_292_5651,333.43,292.01,0.0430,0.2007,0.8027,0
NVDA_C_240_5652,265.18,240.35,0.0375,0.2367,1.4712,1
META_P_292_5653,276.98,292.86,0.0474,0.3435,0.1209,0
MSFT_C_219_5654,223.06,219.98,0.0359,0.3805,1.1610,1
AMZN_P_199_5655,191.09,199.95,0.0309,0.1760,0.2741,0
GOOGL_C_70_5656,72.48,70.58,0.0402,0.3355,0.8533,1
TSLA_P_59_5657,54.40,59.83,0.0426,0.1559,0.4260,0
GOOGL_C_257_5658,295.25,257.78,0.0387,0.4000,1.7875,1
AMZN_C_407_5659,417.80,407.36,0.0471,0.3597,0.9155,1
QQQ_P_82_5660,82.97,82.84,0.0389,0.3971,0.8842,0
MSFT_C_442_5661,475.98,442.29,0.0361,0.2522,1.5513,1
AMZN_P_344_5662,337.41,344.86,0.0315,0.2930,1.6007,0
AAPL_P_462_5663,494.63,462.14,0.0407,0.1505,1.2192,0
NVDA_C_412_5664,403.30,412.91,0.0398,0.3558,0.8374,1
TSLA_P_146_5665,152.36,146.19,0.0338,0.2494,1.5850,0
QQQ_C_233_5666,218.85,233.69,0.0441,0.1818,1.0138,1
AAPL_C_262_5667,228.59,262.31,0.0338,0.2721,0.8101,1
TSLA_C_159_5668,151.60,159.76,0.0315,0.1559,1.0354,1
GOOGL_P_226_5669,198.26,226.85,0.0393,0.2761,1.6243,0
SPY_C_269_5670,245.79,269.50,0.0351,0.3795,1.7843,1
AAPL_P_441_5671,439.38,441.43,0.0355,0.1895,1.9600,0
AAPL_P_392_5672,449.21,392.81,0.0428,0.1801,1.8450,0
META_P_321_5673,337.26,321.10,0.0443,0.3021,1.5937,0
GOOGL_C_56_5674,60.46,56.04,0.0387,0.2281,1.2098,1
TSLA_P_346_5675,362.76,346.99,0.0460,0.3760,0.1151,0
AMD_P_284_5676,304.34,284.58,0.0407,0.2835,0.4756,0
GOOGL_C_178_5677,207.65,178.55,0.0304,0.3398,0.8912,1
AMZN_C_405_5678,444.01,405.07,0.0392,0.2003,0.8665,1
QQQ_P_274_5679,288.96,274.22,0.0495,0.2518,1.2673,0
MSFT_P_226_5680,240.31,226.75,0.0452,0.1615,0.4178,0
AMD_P_121_5681,105.82,121.12,0.0369,0.2804,0.1363,0
SPY_C_143_5682,145.68,143.97,0.0363,0.3465,1.2543,1
META_C_371_5683,345.45,371.02,0.0393,0.1634,0.9225,1
QQQ_C_464_5684,485.50,464.49,0.0313,0.3857,0.0866,1
AMZN_C_260_5685,228.35,260.61,0.0405,0.2168,1.2022,1
AMZN_P_449_5686,406.80,449.11,0.0346,0.3808,0.8755,0
SPY_P_451_5687,440.14,451.47,0.0474,0.3499,1.9769,0
META_C_513_5688,459.09,513.29,0.0408,0.1669,1.0741,1
AMD_P_165_5689,162.04,165.65,0.0457,0.1573,0.2014,0
AMD_C_411_5690,417.54,411.92,0.0309,0.3934,1.1092,1
GOOGL_P_398_5691,362.25,398.55,0.0493,0.3797,1.0998,0
META_P_230_5692,206.47,230.01,0.0413,0.3043,1.4238,0
SPY_C_66_5693,67.92,66.62,0.0349,0.3065,1.8377,1
GOOGL_P_141_5694,141.48,141.20,0.0499,0.1703,0.1172,0
META_P_64_5695,63.54,64.48,0.0470,0.3694,0.4526,0
AMZN_P_422_5696,431.11,422.44,0.0345,0.3584,1.7211,0
NVDA_P_368_5697,345.86,368.54,0.0454,0.2155,0.2836,0
MSFT_C_112_5698,101.76,112.81,0.0444,0.2259,1.5006,1
NVDA_C_148_5699,159.31,148.44,0.0439,0.2344,1.3658,1
MSFT_C_342_5700,349.44,342.12,0.0375,0.3658,0.4445,1
AMD_P_524_5701,480.21,524.81,0.0304,0.2050,1.5988,0
META_C_360_5702,363.07,360.90,0.0339,0.3925,0.1485,1
AMD_P_263_5703,237.11,263.66,0.0411,0.3855,0.3535,0
MSFT_C_443_5704,407.40,443.47,0.0319,0.2491,0.5455,1
AMD_C_308_5705,285.60,308.92,0.0379,0.2772,1.8016,1
TSLA_C_384_5706,354.12,384.71,0.0427,0.2946,0.7230,1
AMD_P_521_5707,454.38,521.41,0.0463,0.3844,1.7924,0
GOOGL_C_403_5708,396.18,403.73,0.0389,0.2548,1.7046,1
MSFT_P_196_5709,186.42,196.37,0.0364,0.2110,0.3970,0
GOOGL_C_120_5710,115.09,120.31,0.0332,0.3839,0.2541,1
AAPL_C_288_5711,290.76,288.37,0.0425,0.3163,0.7457,1
QQQ_P_324_5712,368.93,324.64,0.0483,0.1733,1.6789,0
MSFT_P_210_5713,190.01,210.73,0.0328,0.3872,0.1637,0
AMD_C_463_5714,442.41,463.06,0.0310,0.2745,1.8926,1
AMZN_C_55_5715,64.61,55.38,0.0368,0.2328,1.4091,1
AAPL_P_178_5716,171.68,178.97,0.0475,0.3208,1.3621,0
NVDA_C_251_5717,236.42,251.03,0.0318,0.2546,1.5663,1
AMD_C_471_5718,421.69,471.62,0.0431,0.3046,0.4451,1
AMZN_C_371_5719,423.36,371.17,0.0496,0.1746,0.9552,1
GOOGL_C_84_5720,87.63,84.91,0.0414,0.2388,1.9279,1
MSFT_P_75_5721,85.94,75.64,0.0303,0.1923,0.1163,0
GOOGL_P_339_5722,373.31,339.43,0.0382,0.2786,1.6016,0
MSFT_C_315_5723,347.64,315.52,0.0406,0.2239,1.6869,1
QQQ_P_185_5724,195.38,185.90,0.0403,0.1582,0.1966,0
AAPL_C_525_5725,488.07,525.77,0.0453,0.3167,0.8046,1
GOOGL_P_284_5726,278.71,284.98,0.0317,0.2715,1.9093,0
SPY_C_227_5727,215.46,227.04,0.0399,0.3857,1.7268,1
AAPL_P_393_5728,422.41,393.88,0.0469,0.2092,1.5910,0
AMZN_C_408_5729,368.44,408.82,0.0339,0.3505,1.9041,1
GOOGL_C_441_5730,418.75,441.07,0.0478,0.1544,1.4519,1
QQQ_P_254_5731,238.74,254.05,0.0342,0.3043,1.6607,0
TSLA_P_332_5732,375.55,332.37,0.0379,0.1739,1.9251,0
AAPL_P_464_5733,479.77,464.49,0.0390,0.1845,1.0926,0
TSLA_P_289_5734,272.57,289.03,0.0387,0.3285,0.2519,0
MSFT_P_240_5735,235.48,240.49,0.0440,0.2869,1.9726,0
NVDA_P_87_5736,79.87,87.34,0.0392,0.3582,1.4425,0
GOOGL_P_71_5737,62.45,71.61,0.0301,0.1596,1.0034,0
AMZN_C_461_5738,449.37,461.23,0.0449,0.2205,1.6452,1
QQQ_P_302_5739,287.55,302.95,0.0303,0.3425,0.8886,0
GOOGL_C_341_5740,371.62,341.55,0.0351,0.3418,1.5745,1
AMZN_P_330_5741,307.93,330.97,0.0475,0.3302,1.5911,0
TSLA_P_387_5742,432.63,387.20,0.0476,0.3036,1.8797,0
AAPL_P_345_5743,400.72,345.24,0.0392,0.3618,0.8908,0
